qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
2hop__64323_55840,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.25,0.5,152.0,1.0,1.0
2hop__85713_84469,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4969,0.5,159.0,0.5,0.0
2hop__79875_84469,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__79875_72187,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.293,0.5,157.0,0.5,0.0
2hop__85713_72187,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.5,0.0
2hop__204146_850295,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.4085,0.5,142.0,0.5,0.0
2hop__28287_89399,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,156.0,0.5,0.0
2hop__84103_345851,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.3841,0.5,138.0,0.5,0.0
2hop__142621_225454,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.6456,0.5,158.0,0.5,0.0
2hop__86689_728109,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
2hop__38828_89399,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,134.0,0.5,0.0
2hop__587048_621800,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.2578,0.5,128.0,0.5,0.0
2hop__86458_20273,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3025,1.0,119.0,1.0,1.0
2hop__609313_20273,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.6077,1.0,130.0,1.0,1.0
2hop__799936_20273,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2566,0.5,152.0,0.5,0.0
2hop__13986_161674,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.5,0.0
2hop__433694_20273,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4031,0.5,129.0,0.5,0.0
2hop__13986_40169,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.5,0.0
2hop__25344_88628,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,151.0,0.0,0.0
2hop__657913_88628,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.2025,0.5,158.0,0.5,0.0
2hop__734057_88628,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,1.0,1.0,131.0,1.0,1.0
2hop__95878_88628,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,151.0,0.5,0.0
2hop__726892_131968,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.0,0.0,160.0,0.5,0.0
2hop__693157_131890,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0
2hop__611178_131968,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.4214,0.5,159.0,1.0,1.0
2hop__728969_131890,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.4444,0.5,45.0,0.5,0.0
2hop__30032_46621,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2991,0.5,117.0,0.5,0.0
2hop__135822_46621,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.2,0.0,0.0,148.0,0.0,0.0
2hop__581084_828685,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.6869,1.0,99.0,1.0,1.0
2hop__40697_46621,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.5,0.0
2hop__157737_46621,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.5,0.0
2hop__39063_212301,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0
2hop__25396_593388,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.4,0.0,0.0,134.0,1.0,1.0
2hop__25396_212301,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.0,0.0,145.0,0.5,0.0
2hop__39063_593388,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2535,0.5,142.0,0.5,0.0
2hop__153532_72380,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.5214,0.5,140.0,0.5,0.0
2hop__619265_72380,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.0,0.0,106.0,0.5,0.0
2hop__37765_85990,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.125,0.0,0.0,130.0,0.0,0.0
2hop__623501_297043,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.2767,0.5,159.0,0.5,0.0
2hop__46550_85990,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.125,0.8,0.5,160.0,0.5,0.0
2hop__30741_85990,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.125,0.0,0.0,125.0,0.0,0.0
2hop__66149_85990,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.25,0.5897,0.5,117.0,1.0,1.0
2hop__216535_370666,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.225,0.5,160.0,0.5,0.0
2hop__846388_19320,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.5,0.0
2hop__91211_90973,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
2hop__48033_90973,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,157.0,0.5,0.0
2hop__64175_90973,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,157.0,0.0,0.0
2hop__50936_90973,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.5478,0.5,157.0,0.5,0.0
2hop__599396_19320,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
2hop__365236_19320,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,147.0,0.5,0.0
2hop__685045_19320,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.5769,0.5,130.0,1.0,1.0
2hop__30384_30351,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,1.0
2hop__555792_30351,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,149.0,0.5,0.0
2hop__431934_30351,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.5506,0.5,158.0,0.5,0.0
2hop__708145_30351,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.5235,1.0,149.0,1.0,1.0
2hop__837900_71701,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.5271,0.5,129.0,1.0,1.0
2hop__278022_71701,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,152.0,0.5,0.0
2hop__10122_18974,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.5106,0.5,141.0,1.0,1.0
2hop__370564_71701,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,1.0,1.0,144.0,1.0,1.0
2hop__753260_71701,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.1603,0.5,131.0,1.0,1.0
2hop__631024_18974,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0
2hop__36747_18974,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.0,0.0,141.0,0.0,0.0
2hop__10017_18974,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
2hop__810411_159673,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3913,0.5,138.0,0.5,0.0
2hop__96062_159673,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,128.0,0.5,0.0
2hop__203985_524737,chunk_submod_160,chunk,submod,0.0,0.5714,0.0,0.6667,0.34,0.5,150.0,0.5,0.0
2hop__77832_159673,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2279,0.5,136.0,0.5,0.0
2hop__527400_159673,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.2405,0.5,158.0,0.5,0.0
2hop__766973_770570,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.1448,0.5,145.0,0.5,0.0
2hop__13592_49388,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0
2hop__34495_85544,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.5,0.0
2hop__34495_49388,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.5,0.0
2hop__13592_85544,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3897,0.5,136.0,1.0,1.0
2hop__506035_325512,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.2431,0.5,144.0,0.5,0.0
2hop__107690_124896,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.4662,0.5,148.0,0.5,0.0
2hop__507722_124896,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.1835,0.5,158.0,0.5,0.0
2hop__107548_124896,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.3567,0.5,157.0,0.5,0.0
2hop__754682_730690,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
2hop__68590_27619,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.8,0.2536,1.0,138.0,1.0,1.0
2hop__269076_449113,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2847,0.5,137.0,0.5,0.0
2hop__27650_27619,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.2,0.0,0.0,129.0,0.0,0.0
2hop__68590_27628,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,1.0
2hop__809785_606637,chunk_submod_160,chunk,submod,0.0,0.4,0.0,0.3333,0.3219,0.5,146.0,0.5,0.0
2hop__27650_27628,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0
2hop__656411_345851,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.4846,0.5,130.0,1.0,1.0
2hop__24661_66233,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.0,0.0,139.0,0.5,0.0
2hop__329676_119915,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3256,0.5,129.0,0.5,0.0
2hop__539184_119915,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0
2hop__26642_81961,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.554,0.5,139.0,0.5,0.0
2hop__24661_81961,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.5,0.0
2hop__233551_746883,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.1572,0.5,159.0,0.5,0.0
2hop__26642_66233,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.0,0.0,139.0,0.0,0.0
2hop__124933_653666,chunk_submod_160,chunk,submod,0.0,0.3333,1.0,1.0,0.4375,0.5,96.0,1.0,1.0
2hop__76402_653666,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.3576,0.5,151.0,0.5,0.0
2hop__73717_653666,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,82.0,0.5,0.0
2hop__252521_80650,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.625,1.0,152.0,1.0,1.0
2hop__538735_3296,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.6184,0.5,152.0,0.5,0.0
2hop__538735_3299,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.5074,0.5,136.0,0.5,0.0
2hop__811015_3300,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.2955,0.5,132.0,0.5,0.0
2hop__3131_3300,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.1918,1.0,146.0,1.0,1.0
2hop__143915_68489,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0
2hop__593688_292889,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1575,0.5,127.0,0.5,0.0
2hop__598467_68489,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2544,0.5,114.0,0.5,0.0
2hop__142842_68489,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.5,0.0
2hop__230022_68489,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3596,0.5,114.0,0.5,0.0
2hop__78756_198548,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2482,0.5,141.0,0.5,0.0
2hop__47808_198548,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1556,0.5,135.0,0.5,0.0
2hop__70584_198548,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.46,0.5,150.0,0.5,0.0
2hop__84172_198548,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.527,0.5,148.0,0.5,0.0
2hop__415518_616002,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.25,0.2675,0.5,157.0,0.5,0.0
2hop__75207_46837,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.5,0.0
2hop__75207_7363,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
2hop__671664_646310,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1654,0.5,127.0,0.5,0.0
2hop__75207_365216,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.4277,1.0,159.0,1.0,1.0
2hop__75207_53316,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
2hop__736167_74735,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.7143,0.5,119.0,0.5,0.0
2hop__384238_74735,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,140.0,0.0,0.0
2hop__763380_74735,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.5,0.0
2hop__789398_74735,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
2hop__30905_213732,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0
2hop__44522_58556,chunk_submod_160,chunk,submod,0.0,0.8889,0.0,0.4,0.3459,0.5,159.0,0.5,0.0
2hop__58939_189318,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.5,0.0
2hop__58939_213732,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1469,0.5,143.0,0.5,0.0
2hop__30905_189318,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.1892,0.5,148.0,0.5,0.0
2hop__16446_58556,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,143.0,0.0,0.0
2hop__35686_58556,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.0,0.0,150.0,0.5,0.0
2hop__723404_58556,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3397,0.5,156.0,0.5,0.0
2hop__95773_51329,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1736,0.5,121.0,0.5,0.0
2hop__696442_51329,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
2hop__591435_51329,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.5281,0.5,89.0,0.5,0.0
2hop__753715_51329,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0
2hop__142443_768138,chunk_submod_160,chunk,submod,0.0,0.5,0.0,0.5,0.2826,0.5,138.0,0.5,0.0
2hop__37097_53663,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.0,0.0,133.0,0.5,0.0
2hop__82669_768138,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.0,0.0,139.0,0.5,0.0
2hop__63982_768138,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.6918,0.5,146.0,0.5,0.0
2hop__2416_53663,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.5,0.0
2hop__678516_179720,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.4038,0.5,156.0,0.5,0.0
2hop__39954_80940,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.6667,0.4305,0.5,151.0,0.5,0.0
2hop__39954_80303,chunk_submod_160,chunk,submod,0.0,0.5714,0.0,0.6667,0.0,0.0,160.0,1.0,1.0
2hop__39954_65371,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.5,0.0
2hop__385392_756039,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4324,0.5,148.0,0.5,0.0
2hop__557743_92763,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2152,0.5,158.0,0.5,0.0
2hop__403060_92763,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,1.0,0.5,117.0,1.0,1.0
2hop__29349_92763,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3939,0.5,132.0,0.5,0.0
2hop__267938_92763,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.5,0.0
2hop__142198_152093,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.5,0.0
2hop__632161_643449,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3418,0.5,158.0,0.5,0.0
2hop__170914_152093,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3969,0.5,131.0,0.5,0.0
2hop__705035_152093,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4307,0.5,137.0,0.5,0.0
2hop__143650_152023,chunk_submod_160,chunk,submod,0.0,0.3333,0.0,0.3333,0.3643,0.5,140.0,0.5,0.0
2hop__203437_152093,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1567,0.5,134.0,0.5,0.0
2hop__559273_152023,chunk_submod_160,chunk,submod,0.0,0.3333,0.0,0.3333,0.0,0.0,140.0,0.5,0.0
2hop__374767_152023,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.313,0.5,131.0,0.5,0.0
2hop__409166_152023,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.2276,0.5,145.0,0.5,0.0
2hop__48784_70131,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.1429,0.0,0.0,160.0,0.0,0.0
2hop__452580_70131,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.1429,0.4125,0.5,160.0,0.5,0.0
2hop__464479_70131,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.1429,1.0,1.0,149.0,1.0,1.0
2hop__552546_70131,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.1429,0.3946,0.5,147.0,0.5,0.0
2hop__124807_135019,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.7197,1.0,132.0,1.0,1.0
2hop__605207_135019,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0
2hop__271045_68633,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2,0.5,150.0,0.5,0.0
2hop__645367_68633,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.55,0.5,140.0,0.5,0.0
2hop__853227_68633,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2444,0.5,135.0,0.5,0.0
2hop__374495_68633,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3971,0.5,136.0,0.5,0.0
2hop__391873_88622,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2911,0.5,158.0,0.5,0.0
2hop__315246_88622,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2955,0.5,132.0,0.5,0.0
2hop__498061_88622,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.493,0.5,142.0,0.5,0.0
2hop__554145_88622,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4533,0.5,150.0,0.5,0.0
2hop__66708_573255,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.5,0.0
2hop__49887_573255,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3442,0.5,154.0,0.5,0.0
2hop__126188_396277,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.7293,0.5,133.0,1.0,1.0
2hop__126306_396277,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1597,0.5,144.0,0.5,0.0
2hop__126299_396277,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.5,0.0
2hop__77518_548781,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.172,0.5,157.0,0.5,0.0
2hop__53175_548781,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2133,0.5,150.0,0.5,0.0
2hop__613779_55984,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.3733,0.5,75.0,1.0,1.0
2hop__559076_55984,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,1.0,1.0,126.0,1.0,1.0
2hop__275891_55984,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.1879,0.5,149.0,0.5,0.0
2hop__435087_55984,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.6714,0.5,70.0,0.5,0.0
2hop__21991_43945,chunk_submod_160,chunk,submod,0.0,0.1429,0.0,0.5,0.0,0.0,146.0,0.0,0.0
2hop__269766_43945,chunk_submod_160,chunk,submod,0.0,0.2,0.0,0.5,0.3546,0.5,141.0,0.5,0.0
2hop__170341_43945,chunk_submod_160,chunk,submod,0.0,0.1053,0.0,0.5,0.3767,0.5,146.0,0.5,0.0
2hop__69765_43945,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.4277,0.5,159.0,1.0,1.0
2hop__414193_176917,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2439,0.5,123.0,0.5,0.0
2hop__2416_86208,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0
2hop__37097_86208,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.5349,0.5,129.0,1.0,1.0
2hop__231805_514393,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.1875,0.5,144.0,0.5,0.0
2hop__16581_16569,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
2hop__156044_57816,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.5,0.0
2hop__754753_57816,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.2683,0.5,123.0,1.0,1.0
2hop__510679_57816,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.3889,0.5,144.0,0.5,0.0
2hop__663184_57816,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3237,0.5,139.0,0.5,0.0
2hop__47071_162399,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.4014,0.5,142.0,0.5,0.0
2hop__580231_162399,chunk_submod_160,chunk,submod,1.0,1.0,1.0,1.0,0.2667,0.5,150.0,1.0,1.0
2hop__619265_45326,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4771,0.5,153.0,0.5,0.0
2hop__153532_45326,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.5,0.0
2hop__455392_40315,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3401,0.5,147.0,1.0,1.0
2hop__763840_144857,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.145,0.5,131.0,0.5,0.0
2hop__227031_144857,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0
2hop__168816_144857,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
2hop__312223_144857,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2482,0.5,137.0,0.5,0.0
2hop__85463_66122,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.5,0.0
2hop__289517_139339,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.625,0.3716,0.5,148.0,0.5,0.0
2hop__507528_139339,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.5,0.2857,0.5,154.0,0.5,0.0
2hop__85463_54688,chunk_submod_160,chunk,submod,0.0,0.6667,0.0,0.5,0.437,0.5,119.0,1.0,1.0
2hop__669160_139339,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.125,0.4146,0.5,123.0,0.5,0.0
2hop__332453_139339,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.625,0.7381,0.5,126.0,0.5,0.0
2hop__85463_50252,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.5,0.0
2hop__85463_33311,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.5,0.0
2hop__60229_38663,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1.0,1.0
2hop__706038_14251,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.3742,0.5,155.0,0.5,0.0
2hop__821368_14251,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4628,0.5,121.0,0.5,0.0
2hop__857585_14251,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.637,0.5,135.0,0.5,0.0
2hop__60229_1783,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0
2hop__83405_158262,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,159.0,0.0,0.0
2hop__57543_158262,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,148.0,0.0,0.0
2hop__62020_158262,chunk_submod_160,chunk,submod,0.0,0.0,1.0,1.0,0.0,0.0,159.0,0.0,0.0
2hop__358582_189042,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.3333,0.0,0.0,152.0,0.5,0.0
2hop__450600_158262,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.4701,0.5,134.0,0.5,0.0
2hop__78401_158262,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0
2hop__121145_561444,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2649,0.5,151.0,0.5,0.0
2hop__125412_544665,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.0,0.2786,0.5,140.0,0.5,0.0
